key,cleaned_tokens,label,label2
k63,"may,misunderstanding,move,vehicle,may,disabled,person,bodyguard,hotel,lobby,yesterday,police,chief,said,received,report,yesterday,victim,driver,individual,part,entourage,however,victim,second,police,report,matter,resolved,amicably,wish,pursue,case,said,statement,today,according,news,driver,bodyguard,waiting,passenger,hotel,driver,said,head,move,vehicle,lodged,police,report,treatment,hospital",Others,Physical Hurt
k64,"may,federal,court,upheld,death,sentence,former,businessman,murder,female,marketing,executive,ago,panel,singh,abu,review,application,commute,death,sentence,life,imprisonment,revision,sentence,death,imprisonment,natural,life,temporary,jurisdiction,federal,court,act,wish,reiterate,court,always,compassion,mercy,view,exceptional,case,exceptional,said,justice,said,deceased,chee,yap,exceptional,violence,crime,public,uproar,shock,incident,broad,daylight,constrained,dismiss,application,death,sentence,upheld,said,justice,found,guilty,high,court,killing,chee,graduate,near,club,ria,death,subsequent,court,appeal,federal,court,respectively,lawyer,court,commute,death,sentence,client,life,imprisonment,remorse,court,chance,redemption,active,participation,prison,rehabilitation,testament,commitment,repent,deputy,public,prosecutor,application,court,uphold,death,sentence,rare,case,said,brutal,kidnap,rape,murder,young,lady,gone,younger,sister,seminude,body,found,nine,later,bush,near,track,said,forensic,found,wound,body,around,private,found,said,fled,three,avoid,investigation,arrest,finally,six,later,upon,arrival",Murder and Homicide,Murder and Homicide
k68,"may,former,union,employee,guilty,session,court,today,forged,million,belonging,two,ago,made,plea,judge,according,accused,bank,million,belonging,knowing,forged,allegedly,bank,wholesale,city,dang,section,penal,code,punishable,section,code,maximum,prison,sentence,seven,fine,upon,conviction,deputy,public,amir,bail,additional,condition,accused,surrender,passport,court,case,lawyer,m,reduction,bail,amount,prosecution,saying,client,four,thyroid,disease,accused,bail,one,surety,additional,prosecution,case,set,mention,document,submission",Others,Others
k69,"may,twelve,woman,suspicion,involved,syndicate,carrying,gambling,love,united,commercial,crime,investigation,department,director,said,aged,residential,unit,city,may,police,also,nine,mobile,necklace,five,two,luxury,foreign,various,syndicate,operating,since,call,month,addition,four,per,cent,commission,total,told,press,conference,today,said,dupe,syndicate,create,fake,social,medium,via,getting,know,united,link,gambling,leading,lose,money,case,section,penal,code,cheating",Scam,Cyber Crime
k71,"may,immigration,department,special,operation,prostitution,baru,immigration,said,included,three,one,woman,five,men,two,men,one,man,aged,also,two,four,massage,oil,suspected,immigration,act,immigration,act,currently,immigration,depot,five,men,appear,immigration,office,assist,investigation,said,statement,said,involved,offering,body,massage,prostitution,noted,body,massage,ground,floor,prostitution,took,place,first,floor,select,foreign,payment,made,different,said,establishment,operating,approximately,ranging,per,hour,said,immigration,department,continue,take,strict,action,quarter,found,immigration,act,act,immigration,act",Murder and Homicide,Sexual Harassment or Sexual Offences or Rape
k72,"may,mechanic,conceal,birth,burying,near,lake,last,deputy,police,chief,g,shan,statement,yesterday,said,man,received,report,hospital,saying,admitted,girl,miscarriage,may,revealed,patient,experienced,miscarriage,due,consuming,given,buried,area,approximately,five,police,report,around,suspect,said,shan,added,hoe,used,man,bury,also,shan,added,suspect,four,day,may,case,section,penal,code,birth,maximum,sentence,two,imprisonment,fine,upon,conviction",Physical Hurt,Physical Hurt
k73,"may,five,family,suspect,ulu,police,station,incident,freed,end,remand,security,special,act,police,tan,sri,said,initial,police,found,family,radical,ideology,family,police,found,family,living,isolation,mix,around,people,even,finish,school,told,press,conference,today,meanwhile,said,two,connection,incident,unconditionally,police,found,connection,radical,group,incident,may,said,injured,suspect,shot,dead,may,seven,people,two,facilitate,case,section,penal,code,said,security,logistics,isolated,police,across,country,installation,television,better,lighting,level,preparedness,police,personnel,also,enhanced,said",Murder and Homicide,Firearm or Terrorism
k74,"shah,may,police,currently,responsible,footage,related,acid,attack,case,gone,viral,police,chief,khan,said,video,evidence,case,still,investigation,police,investigation,section,penal,code,section,act,said,crime,section,penal,code,information,course,written,law,million,one,year,anyone,involved,act,network,send,comment,request,suggestion,communication,false,one,year,said,statement,today,said,act,also,provided,found,guilty,day,continued,conviction,said,medium,statement,following,detection,second,video,evidence,still,investigation,classified,crime,investigation,unit,social,medium,platform,today,also,advised,public,spread,video,respect,protect,victim,family,said,police,act,seriously,take,firm,action,individual,deliberately,video,ongoing,investigation,footage,showing,acid,splash,incident,involve,player,shopping,may,went,viral,social,medium",Not applicable,Not applicable
k77,"may,misfortune,struck,defender,house,shah,near,broken,last,night,post,early,today,said,took,away,motorcycle,four,sling,passport,anyone,come,across,blue,y,plate,number,please,contact,nearest,police,station,said,player,said,away,training,red,squad,incident,return,found,front,back,open,house,certain,personal,gone,missing,said,police,report,lodged,shah,police,station,also,several,showing,damage,one,cupboard,house,meanwhile,shah,police,chief,said,preliminary,two,men,broke,house,two,went,house,white,one,motorcycle,drove,away,victim,family,home,time,incident,said,statement,today,said,police,anyone,information,incident,contact,investigating,officer,said,case,section,penal,code,imprisonment,fine,conviction,may,sensational,winger,splashed,acid,unidentified,individual,shopping,mall,since,surgery,well",Robbery or Theft,Robbery or Theft
k78,"may,security,government,public,critical,following,recent,royal,police,director,management,abu,said,recent,raised,public,concern,assured,public,safety,remains,optimal,noted,police,tan,sri,instructed,leadership,field,personnel,initiate,comprehensive,duty,strictly,adhere,established,standard,operating,public,continue,information,related,national,security,tolerate,threaten,safety,disrupt,national,peace,said,statement,today,strict,legal,action,taken,involved,regardless,status,background",Not applicable,Not applicable
k79,"may,court,today,two,men,two,jail,trespass,three,day,ago,magistrate,handed,sentence,guilty,gate,may,framed,section,penal,code,read,together,section,code,maximum,prison,sentence,six,maximum,fine,court,ordered,men,serve,jail,date,arrest,may,complainant,police,officer,serving,security,guard,gate,car,carrying,enter,palace,purpose,entering,palace,two,men,said,meet,king,concerning,afterlife,complainant,control,patrol,sector,personnel,scene,search,vehicle,revealed,machete,boot,revealed,legitimate,business,deputy,public,prosecutor,r,sought,appropriate,exemplary,punishment,duo,unrepresented,leniency,family,prior,criminal,later,session,court,guilty,illegally,possessing,machete,location,time,date,section,corrosive,explosive,offensive,act,minimum,prison,sentence,five,maximum,upon,conviction,judge,bail,one,surety,ordered,report,nearest,police,station,month,case,disposed,fixed,june,mention",Robbery or Theft,Robbery or Theft
k80,"may,two,men,police,trying,trespass,parang,may,court,today,police,chief,said,section,penal,code,guilty,however,duo,guilty,additional,charge,section,corrosive,explosive,offensive,act,motive,two,try,trespass,said,statement,today,may,police,stopped,tried,enter,gate,meet,king,driver,passenger,aged,police,found,parang,vehicle,another,development,said,police,two,report,threat,letter,received,warning,note,two,previously,said,case,section,penal,code,criminal,intimidation,anonymous,communication,post,said,found,letter,mailbox,upon,home,may,envelope,discovered,two,warning,note,white,paper,lodged,police,report,handed,letter,police,police,station,said",Robbery or Theft,Robbery or Theft
k81,"may,police,confirmed,report,threatening,letter,received,yesterday,police,chief,said,initial,investigation,found,envelope,sent,lawmaker,warning,note,two,ongoing,serious,matter,advise,public,speculate,interfere,investigation,case,section,penal,code,criminal,intimidation,anonymous,communication,said,statement,today,urging,anyone,information,contact,police,nearest,police,station,meanwhile,post,said,found,letter,mailbox,upon,home,envelope,discovered,two,warning,note,white,paper,made,police,report,handed,letter,police,police,station,also,mailbox,area,condominium,said,gratitude,swift,police,response,confidence,ability,assist,case,unity,government,condemned,try,intimidate,threaten,safety,country,unity,government,spokesman,said,shameful,directed,whether,opposition,right,voice,government,opposition,dont,threaten,voice,people,said,national,month,expression,capital,today,dap,leadership,also,strongly,condemned,death,threat,made,party,loke,said,violence,unacceptable,especially,opinion,politics,entire,dap,leadership,solidarity,facing,threat,said,statement,page,today,loke,time,police,acting,report,regarding,death,threat,confident,police,investigate,case,thoroughly,arrest,responsible,crime,said",Murder and Homicide,Firearm or Terrorism
k82,"may,engineering,director,guilty,session,court,today,cheating,pensioner,million,supply,project,last,year,cheating,tan,sri,deceiving,latter,believing,project,profitable,accused,knew,approval,letter,regarding,project,hand,million,purpose,done,allegedly,office,charge,framed,section,penal,code,imprisonment,whipping,also,found,guilty,judge,accused,bail,one,surety,set,case,mention,june,submission,deputy,public,prosecutor,prosecution,accused,unrepresented",Others,Others
k83,"may,male,suspect,shot,dead,attack,ulu,police,station,today,member,police,tan,sri,said,police,house,suspect,ulu,five,family,aged,also,instructed,special,branch,track,state,people,told,press,conference,scene,two,another,injured,incident,said,two,university,man,woman,police,station,seek,advice,regarding,sexual,abuse,case,two,ago,lodging,report,suspect,motorcycle,station,behind,building,one,went,back,investigate,fatally,hacked,suspect,suspect,firearm,said,said,two,informed,attack,rushed,scene,engaged,suspect,one,shot,cheek,bullet,penetrating,head,killing,spot,suspect,shot,dead,policeman,sustained,left,shoulder,hip,investigation,revealed,suspect,come,prepared,bag,used,shield,zinc,paper,cloth,may,come,station,intent,obtain,unknown,reason,also,said,two,university,investigation,incident,two,ago,coming,seek,police,advice,indeed,illogical,investigating,said,case,section,penal,code",Firearm or Terrorism,Firearm or Terrorism
k84,"may,two,one,injured,attack,ulu,police,station,early,today,police,chief,m,confirmed,incident,said,masked,intruder,machete,suspect,reportedly,shot,dead,scene,police,p,pistol,rifle,attacker,additional,provided,police,tan,sri,arrive,scene,today,deceased,suspect,well,injured,sent,sultan,hospital,autopsy,medical,treatment,respectively",Firearm or Terrorism,Firearm or Terrorism
k85,"may,federal,court,death,sentence,former,hair,stylist,jail,killing,girl,ago,bench,led,chief,justice,tun,tuan,mat,kim,review,application,commute,death,sentence,today,revision,sentence,death,imprisonment,natural,life,temporary,jurisdiction,federal,court,act,decision,justice,said,death,sentence,accused,murder,set,aside,substituted,jail,run,concurrently,date,arrest,justice,federal,court,abu,also,ordered,given,rotan,death,high,court,murdering,lai,lot,also,found,guilty,death,high,court,second,charge,girl,front,intention,demand,ransom,lost,court,appeal,may,federal,court,together,four,two,found,guilty,high,court,ordered,pleasure,yang,another,person,without,defence,lawyer,pang,court,substitute,death,sentence,imprisonment,term,saying,client,remorseful,family,deceased,however,deputy,public,prosecutor,court,uphold,death,sentence,saying,accused,friend,also,set,remains,fire,meanwhile,court,panel,also,death,sentence,jail,killing,car,justice,ordered,accused,serve,jail,sentence,date,arrest,lawyer,bon,tai,soon,said,client,suffering,heart,condition,diabetes,vertigo,added,accused,unable,walk,unassisted,bound,deputy,public,prosecutor,court,uphold,death,penalty",Murder and Homicide,Murder and Homicide
